Id Mode logP wjh wjk whk wvj wvh wvk wij wih wik whvi ejh ejk ehk evj evh evk eij eih eik ehvi 
0963 FU 0.940 12.391 12.614 12.778 12.822 12.993 12.690 12.880 12.617 12.687 12.668 0.068 0.046 0.083 0.041 0.035 0.034 0.064 0.032 0.036 0.036 
0966 FU 1.676 10.179 10.337 10.454 10.403 10.645 10.369 10.419 10.292 10.362 10.356 0.047 0.029 0.051 0.033 0.027 0.021 0.056 0.026 0.024 0.032 
0969 FU 1.105 12.019 12.244 12.411 12.396 12.608 12.304 12.446 12.218 12.301 12.272 0.094 0.038 0.088 0.045 0.039 0.024 0.068 0.046 0.027 0.048 
0970 FU 1.242 11.499 11.737 11.913 11.970 12.177 11.823 12.048 11.753 11.823 11.799 0.096 0.033 0.089 0.042 0.037 0.020 0.065 0.049 0.023 0.050 
0971 FU 0.682 13.391 13.610 13.772 13.800 13.966 13.681 13.850 13.604 13.677 13.657 0.102 0.072 0.145 0.045 0.040 0.056 0.068 0.051 0.058 0.052 
0975 FU 1.101 11.899 12.201 12.423 12.447 12.634 12.291 12.502 12.178 12.284 12.255 0.100 0.082 0.144 0.058 0.052 0.062 0.082 0.039 0.064 0.042 
0977 FU 0.606 13.572 13.846 14.047 14.059 14.239 13.925 14.108 13.821 13.918 13.890 0.129 0.064 0.151 0.049 0.044 0.048 0.072 0.066 0.050 0.065 
0978 FU 1.022 12.183 12.432 12.616 12.542 12.763 12.478 12.627 12.389 12.487 12.410 0.055 0.034 0.074 0.028 0.021 0.027 0.051 0.034 0.029 0.038 
0979 FO 0.724 12.590 12.833 13.012 12.977 13.138 12.888 12.994 12.778 12.878 12.855 0.065 0.034 0.082 0.028 0.021 0.027 0.051 0.040 0.029 0.042 
0980 FO 0.334 13.857 14.153 14.370 14.256 14.407 14.194 14.270 14.049 14.187 14.129 0.148 0.065 0.164 0.054 0.050 0.048 0.078 0.076 0.050 0.073 
0981 FO 0.166 14.516 14.546 14.570 14.834 15.001 14.649 14.859 14.676 14.632 14.736 0.140 0.106 0.210 0.060 0.055 0.083 0.084 0.066 0.085 0.065 
0982 FO 0.066 14.519 15.082 15.495 15.225 15.356 15.137 15.208 14.838 15.118 14.997 0.239 0.150 0.262 0.131 0.122 0.104 0.169 0.081 0.107 0.078 
0986 FU 1.492 10.626 10.894 11.092 11.134 11.336 10.983 11.199 10.892 10.979 10.954 0.155 0.087 0.178 0.071 0.065 0.063 0.097 0.069 0.065 0.068 
0991 FO 0.538 13.252 13.575 13.813 13.748 13.905 13.640 13.787 13.500 13.634 13.576 0.107 0.060 0.111 0.058 0.052 0.041 0.082 0.044 0.043 0.046 
0995 FO 0.264 14.141 14.374 14.546 14.586 14.789 14.453 14.621 14.364 14.443 14.443 0.126 0.051 0.119 0.057 0.051 0.032 0.081 0.059 0.034 0.059 
1001 FU 1.160 11.637 11.949 12.178 12.196 12.388 12.040 12.234 11.914 12.028 12.008 0.068 0.025 0.060 0.036 0.030 0.016 0.059 0.036 0.019 0.040 
1004 FU 0.573 13.572 13.911 14.160 14.145 14.294 13.996 14.169 13.848 13.982 13.950 0.113 0.072 0.128 0.063 0.057 0.051 0.088 0.044 0.053 0.046 
1009 FU 0.691 13.483 13.674 13.814 13.703 13.900 13.691 13.733 13.600 13.692 13.643 0.107 0.066 0.129 0.054 0.048 0.049 0.078 0.048 0.051 0.049 
1011 FU 0.624 13.516 13.830 14.061 14.018 14.168 13.900 14.054 13.765 13.892 13.844 0.146 0.080 0.170 0.063 0.058 0.059 0.088 0.068 0.061 0.067 
1012 FU 0.715 13.261 13.481 13.643 13.703 13.876 13.562 13.757 13.491 13.557 13.547 0.083 0.053 0.103 0.044 0.038 0.040 0.067 0.040 0.042 0.042 
1019 FU 0.669 13.189 13.604 13.909 13.803 13.954 13.678 13.832 13.487 13.668 13.591 0.054 0.055 0.101 0.032 0.026 0.044 0.056 0.030 0.046 0.035 
1020 FU 0.613 13.501 13.775 13.977 13.977 14.168 13.851 14.010 13.737 13.841 13.821 0.101 0.080 0.156 0.047 0.042 0.063 0.070 0.049 0.065 0.050 
1031 FU 1.266 11.520 11.743 11.908 11.915 12.154 11.810 12.006 11.746 11.817 11.771 0.056 0.026 0.055 0.033 0.027 0.018 0.056 0.031 0.021 0.036 
1033 FO 0.646 12.829 12.996 13.119 13.260 13.392 13.090 13.249 13.024 13.066 13.130 0.058 0.030 0.072 0.027 0.020 0.024 0.051 0.036 0.027 0.040 
1034 FO 0.279 14.112 14.309 14.455 14.478 14.626 14.372 14.512 14.297 14.366 14.354 0.171 0.084 0.184 0.073 0.068 0.059 0.100 0.079 0.061 0.076 
1044 FU 0.601 13.275 13.703 14.018 14.063 14.196 13.830 14.102 13.657 13.812 13.781 0.134 0.068 0.114 0.076 0.069 0.041 0.103 0.047 0.043 0.049 
1047 FU 0.555 13.493 13.874 14.154 14.120 14.274 13.963 14.117 13.782 13.942 13.918 0.087 0.047 0.107 0.037 0.031 0.036 0.060 0.047 0.038 0.049 
1051 FU 0.491 13.801 14.119 14.353 14.351 14.516 14.204 14.373 14.066 14.189 14.168 0.109 0.063 0.135 0.047 0.042 0.048 0.070 0.054 0.050 0.054 
1058 FU 1.483 10.716 10.938 11.103 11.160 11.368 11.021 11.192 10.937 11.009 11.018 0.075 0.053 0.103 0.039 0.034 0.041 0.062 0.038 0.043 0.041 
1062 FO 0.258 13.942 14.205 14.398 14.336 14.510 14.256 14.260 14.091 14.223 14.255 0.142 0.090 0.187 0.059 0.054 0.069 0.083 0.068 0.071 0.067 
1066 FO 0.308 13.924 14.315 14.604 14.779 15.082 14.483 14.918 14.384 14.480 14.456 0.132 0.106 0.204 0.061 0.055 0.083 0.085 0.060 0.085 0.060 
1068 FO 0.313 13.969 14.266 14.486 14.486 14.803 14.353 14.469 14.202 14.325 14.359 0.144 0.102 0.197 0.068 0.062 0.078 0.094 0.063 0.080 0.062 
1070 FU 0.445 14.033 14.250 14.411 14.452 14.612 14.324 14.457 14.230 14.308 14.324 0.138 0.072 0.160 0.057 0.052 0.053 0.081 0.067 0.055 0.066 
1071 FU 0.529 13.753 14.034 14.241 14.207 14.385 14.099 14.226 13.972 14.088 14.063 0.130 0.073 0.130 0.072 0.066 0.049 0.098 0.049 0.051 0.050 
1074 FU 0.433 13.947 14.358 14.661 14.540 14.693 14.426 14.555 14.229 14.414 14.342 0.169 0.097 0.175 0.091 0.084 0.066 0.121 0.062 0.068 0.061 
1076 FU 0.632 13.338 13.616 13.821 13.988 14.140 13.747 14.041 13.663 13.732 13.753 0.113 0.059 0.090 0.070 0.063 0.035 0.096 0.036 0.037 0.040 
1078 FU 0.932 12.294 12.624 12.866 12.811 12.976 12.694 12.858 12.555 12.689 12.630 0.071 0.037 0.074 0.039 0.033 0.026 0.062 0.035 0.028 0.039 
1079 FU 0.624 13.125 13.431 13.657 13.520 13.743 13.470 13.458 13.281 13.442 13.441 0.112 0.053 0.118 0.051 0.046 0.037 0.074 0.054 0.039 0.054 
1080 FU 1.271 11.397 11.560 11.680 11.631 11.869 11.593 11.704 11.540 11.601 11.554 0.066 0.036 0.078 0.033 0.027 0.027 0.056 0.037 0.029 0.040 
1084 FO 0.224 14.026 14.456 14.773 14.976 15.056 14.635 15.070 14.508 14.622 14.600 0.152 0.129 0.207 0.098 0.090 0.094 0.129 0.033 0.096 0.038 
1088 FU 1.142 11.704 11.936 12.107 12.135 12.338 12.011 12.181 11.925 12.004 11.992 0.090 0.035 0.082 0.044 0.038 0.021 0.067 0.044 0.024 0.046 
1093 FU 0.555 13.596 13.919 14.157 14.112 14.290 13.992 14.126 13.842 13.978 13.948 0.115 0.070 0.145 0.051 0.046 0.053 0.074 0.056 0.055 0.056 
1094 FU 0.846 12.684 12.878 13.022 13.093 13.282 12.958 13.109 12.882 12.943 12.969 0.080 0.051 0.116 0.028 0.023 0.042 0.052 0.047 0.044 0.049 
1096 FU 0.640 13.275 13.577 13.799 13.690 13.853 13.622 13.686 13.466 13.609 13.568 0.080 0.040 0.099 0.030 0.024 0.032 0.053 0.046 0.034 0.048 
1109 FU 1.074 12.027 12.257 12.427 12.460 12.639 12.332 12.500 12.246 12.325 12.315 0.139 0.045 0.135 0.050 0.046 0.029 0.073 0.071 0.031 0.069 
1110 FU 0.693 13.214 13.527 13.757 13.797 13.960 13.624 13.809 13.490 13.605 13.606 0.124 0.065 0.094 0.077 0.070 0.037 0.104 0.036 0.039 0.040 
1111 FO 0.181 14.105 14.548 14.872 14.886 14.959 14.665 14.974 14.506 14.663 14.574 0.166 0.096 0.222 0.050 0.047 0.076 0.073 0.088 0.078 0.084 
1112 FU 0.899 12.362 12.666 12.891 13.107 13.222 12.819 13.245 12.769 12.822 12.793 0.166 0.069 0.140 0.084 0.077 0.039 0.112 0.067 0.041 0.066 
1115 FU 0.986 12.164 12.505 12.756 12.707 12.891 12.581 12.737 12.430 12.570 12.526 0.081 0.034 0.065 0.046 0.040 0.019 0.069 0.036 0.022 0.040 
1117 FO 0.029 15.103 15.298 15.441 15.350 15.543 15.323 15.202 15.151 15.276 15.359 0.196 0.120 0.265 0.065 0.061 0.094 0.090 0.100 0.096 0.095 
1119 FO 0.241 14.121 14.494 14.767 14.611 14.756 14.539 14.628 14.356 14.532 14.449 0.100 0.084 0.169 0.039 0.034 0.068 0.062 0.053 0.070 0.054 
1120 FU 1.076 12.165 12.417 12.602 12.429 12.648 12.430 12.474 12.309 12.435 12.350 0.100 0.049 0.099 0.051 0.045 0.033 0.074 0.045 0.035 0.047 
1124 FU 0.649 13.414 13.704 13.918 13.903 14.073 13.778 13.972 13.673 13.778 13.722 0.148 0.080 0.183 0.054 0.050 0.061 0.078 0.076 0.063 0.073 
1131 FO 0.173 14.228 14.715 15.072 14.962 15.076 14.804 15.015 14.592 14.797 14.690 0.128 0.077 0.182 0.031 0.028 0.063 0.055 0.073 0.065 0.070 
1133 FO 0.236 13.917 14.460 14.858 14.720 14.804 14.552 14.840 14.343 14.563 14.387 0.108 0.086 0.175 0.041 0.036 0.069 0.064 0.057 0.071 0.057 
1135 FU 0.440 13.928 14.388 14.726 14.560 14.711 14.453 14.610 14.244 14.450 14.332 0.152 0.092 0.191 0.065 0.060 0.069 0.090 0.071 0.071 0.069 
1137 FO 0.288 13.885 14.227 14.478 14.469 14.657 14.316 14.491 14.166 14.300 14.278 0.116 0.063 0.145 0.043 0.038 0.049 0.066 0.061 0.051 0.060 
1139 FU 0.443 14.135 14.447 14.676 14.527 14.688 14.481 14.559 14.332 14.479 14.398 0.129 0.089 0.175 0.060 0.054 0.068 0.084 0.059 0.070 0.059 
1140 FU 0.913 12.528 12.747 12.908 12.902 13.059 12.806 12.923 12.712 12.796 12.783 0.072 0.032 0.065 0.040 0.034 0.020 0.063 0.035 0.023 0.039 
1141 FU 0.763 12.986 13.295 13.522 13.549 13.703 13.387 13.606 13.273 13.380 13.344 0.085 0.053 0.102 0.045 0.039 0.039 0.068 0.040 0.041 0.042 
1143 FO 0.246 13.933 14.315 14.596 14.370 14.504 14.340 14.377 14.139 14.334 14.230 0.122 0.074 0.144 0.061 0.055 0.054 0.085 0.053 0.056 0.054 
1144 FU 0.563 13.737 13.984 14.166 14.287 14.522 14.095 14.325 14.010 14.078 14.109 0.113 0.075 0.144 0.057 0.051 0.056 0.081 0.050 0.058 0.051 
1145 FU 0.524 13.564 14.019 14.352 14.228 14.353 14.095 14.270 13.890 14.088 13.988 0.113 0.069 0.159 0.035 0.031 0.056 0.058 0.063 0.058 0.062 
1146 FU 0.434 14.045 14.361 14.593 14.509 14.660 14.417 14.540 14.274 14.411 14.351 0.145 0.071 0.172 0.050 0.046 0.054 0.073 0.076 0.056 0.073 
1147 FO 0.195 14.300 14.627 14.868 14.836 14.957 14.703 14.890 14.573 14.699 14.637 0.148 0.119 0.249 0.044 0.041 0.097 0.067 0.080 0.099 0.077 
1159 FO 0.291 13.648 14.140 14.501 14.457 14.594 14.253 14.488 14.037 14.235 14.171 0.127 0.063 0.149 0.048 0.043 0.048 0.071 0.065 0.050 0.064 
1165 FU 0.488 13.853 14.178 14.417 14.391 14.541 14.256 14.438 14.124 14.250 14.199 0.107 0.075 0.152 0.047 0.042 0.059 0.070 0.053 0.061 0.054 
1166 FU 1.143 11.765 12.004 12.180 12.240 12.434 12.091 12.291 12.009 12.083 12.077 0.067 0.029 0.068 0.034 0.028 0.020 0.057 0.037 0.023 0.040 
1169 FU 0.454 14.023 14.297 14.498 14.462 14.705 14.362 14.493 14.242 14.353 14.329 0.128 0.088 0.176 0.057 0.052 0.068 0.081 0.060 0.070 0.060 
1178 FO 0.198 14.171 14.644 14.990 14.840 14.939 14.715 14.865 14.492 14.705 14.601 0.164 0.099 0.212 0.064 0.059 0.076 0.089 0.080 0.078 0.077 
1180 FU 1.180 11.538 11.829 12.043 11.921 12.148 11.869 11.860 11.689 11.841 11.847 0.089 0.039 0.088 0.043 0.038 0.026 0.066 0.044 0.028 0.046 
1182 FO 0.295 14.014 14.337 14.574 14.488 14.631 14.394 14.531 14.254 14.391 14.321 0.126 0.095 0.195 0.049 0.044 0.076 0.072 0.064 0.078 0.063 
1185 FU 0.732 13.169 13.439 13.637 13.649 13.880 13.519 13.702 13.416 13.512 13.490 0.091 0.074 0.136 0.049 0.043 0.057 0.072 0.041 0.059 0.043 
1187 FO 0.395 13.687 13.924 14.099 14.076 14.227 13.982 14.115 13.886 13.978 13.942 0.106 0.070 0.157 0.031 0.027 0.057 0.055 0.060 0.059 0.060 
1188 FU 0.495 13.787 14.139 14.397 14.371 14.503 14.223 14.419 14.079 14.216 14.159 0.106 0.063 0.133 0.046 0.041 0.048 0.069 0.053 0.050 0.054 
1193 FO 0.172 14.308 14.595 14.807 14.988 15.106 14.732 15.044 14.648 14.717 14.735 0.130 0.079 0.170 0.051 0.046 0.061 0.074 0.065 0.063 0.064 
1200 FU 0.825 12.812 13.122 13.350 13.366 13.538 13.211 13.455 13.109 13.213 13.153 0.079 0.038 0.080 0.040 0.035 0.026 0.063 0.040 0.028 0.042 
1202 FO 0.049 14.770 15.013 15.192 15.338 15.467 15.127 15.401 15.062 15.119 15.124 0.193 0.147 0.285 0.087 0.081 0.114 0.116 0.085 0.117 0.081 
1211 FU 0.563 13.594 13.893 14.112 14.069 14.219 13.958 14.114 13.835 13.954 13.901 0.115 0.051 0.116 0.052 0.047 0.035 0.075 0.055 0.037 0.055 
1214 FU 0.943 12.393 12.618 12.784 12.833 12.992 12.696 12.886 12.622 12.692 12.675 0.059 0.031 0.065 0.033 0.027 0.023 0.056 0.033 0.026 0.037 
1215 FO 0.304 13.772 14.037 14.232 14.660 14.715 14.248 14.807 14.249 14.243 14.279 0.136 0.070 0.157 0.056 0.051 0.052 0.080 0.066 0.054 0.065 
1220 FO 0.705 12.636 12.843 12.995 13.054 13.195 12.919 13.081 12.842 12.908 12.913 0.073 0.043 0.091 0.035 0.029 0.033 0.058 0.040 0.035 0.042 
1223 FU 0.477 13.833 14.206 14.480 14.470 14.582 14.300 14.548 14.163 14.299 14.222 0.121 0.086 0.162 0.061 0.055 0.065 0.085 0.052 0.067 0.053 
1224 FO 0.282 13.717 14.119 14.414 14.265 14.419 14.175 14.249 13.964 14.157 14.098 0.115 0.071 0.142 0.055 0.049 0.053 0.079 0.053 0.055 0.054 
1225 FU 0.598 13.419 13.746 13.986 13.978 14.106 13.829 14.017 13.696 13.820 13.778 0.111 0.071 0.145 0.050 0.045 0.054 0.073 0.054 0.056 0.054 
1230 FO 0.361 13.639 14.014 14.290 14.183 14.299 14.076 14.212 13.904 14.069 13.992 0.100 0.059 0.130 0.039 0.034 0.046 0.062 0.053 0.048 0.054 
1231 FO 0.027 14.443 14.863 15.173 15.284 15.401 15.010 15.324 14.850 14.989 14.979 0.222 0.129 0.288 0.077 0.073 0.100 0.104 0.110 0.103 0.104 
1232 FU 0.513 13.767 14.061 14.277 14.347 14.511 14.164 14.418 14.069 14.159 14.131 0.098 0.064 0.124 0.050 0.044 0.048 0.073 0.045 0.050 0.047 
1233 FU 0.914 12.423 12.675 12.860 12.931 13.078 12.767 12.978 12.680 12.758 12.750 0.041 0.025 0.058 0.023 0.015 0.021 0.048 0.030 0.024 0.035 
1237 FU 1.015 12.114 12.376 12.568 12.647 12.819 12.474 12.676 12.375 12.459 12.469 0.076 0.039 0.069 0.045 0.039 0.025 0.068 0.033 0.027 0.038 
1240 FU 0.602 13.351 13.726 14.002 13.992 14.156 13.822 14.099 13.697 13.828 13.738 0.095 0.064 0.136 0.037 0.032 0.051 0.061 0.051 0.053 0.052 
1246 FU 0.482 13.850 14.157 14.383 14.452 14.614 14.263 14.518 14.159 14.256 14.230 0.101 0.058 0.124 0.044 0.039 0.044 0.067 0.051 0.046 0.052 
1247 FO 0.163 14.298 14.646 14.902 15.018 15.142 14.776 15.067 14.654 14.761 14.754 0.170 0.126 0.260 0.060 0.056 0.100 0.084 0.086 0.103 0.082 
1248 FO 0.033 14.800 15.135 15.381 15.386 15.517 15.225 15.420 15.087 15.213 15.179 0.152 0.136 0.266 0.060 0.055 0.109 0.084 0.075 0.112 0.072 
1249 FU 0.837 12.644 12.874 13.044 13.096 13.260 12.955 13.144 12.876 12.949 12.937 0.053 0.028 0.059 0.031 0.024 0.021 0.054 0.031 0.024 0.036 
1252 FU 1.000 12.135 12.338 12.488 12.611 12.784 12.436 12.668 12.382 12.428 12.442 0.062 0.028 0.068 0.031 0.024 0.021 0.054 0.036 0.024 0.040 
1253 FU 0.542 13.653 13.971 14.205 14.179 14.331 14.047 14.215 13.913 14.038 13.997 0.102 0.063 0.134 0.043 0.038 0.049 0.066 0.052 0.051 0.053 
1254 FO 0.646 12.850 13.020 13.146 13.092 13.280 13.052 13.094 12.964 13.043 13.035 0.060 0.035 0.066 0.036 0.030 0.025 0.059 0.031 0.027 0.036 
1257 FU 0.505 13.766 14.056 14.270 14.259 14.423 14.131 14.300 14.014 14.124 14.089 0.113 0.056 0.142 0.035 0.031 0.045 0.058 0.063 0.047 0.062 
1260 FU 0.969 12.282 12.515 12.687 12.781 12.971 12.612 12.834 12.538 12.603 12.608 0.066 0.031 0.073 0.031 0.025 0.023 0.055 0.038 0.026 0.041 
1262 FU 0.961 12.375 12.633 12.823 12.780 12.992 12.691 12.821 12.582 12.686 12.650 0.061 0.032 0.069 0.032 0.026 0.024 0.056 0.034 0.027 0.038 
1269 FO 0.296 13.986 14.251 14.447 14.508 14.661 14.344 14.542 14.243 14.331 14.328 0.169 0.093 0.210 0.061 0.057 0.071 0.085 0.085 0.073 0.081 
1273 FO 0.366 13.652 13.891 14.068 14.092 14.232 13.964 14.080 13.850 13.944 13.960 0.069 0.050 0.101 0.034 0.028 0.040 0.057 0.038 0.042 0.041 
1275 FO -0.024 14.924 15.163 15.339 15.538 15.658 15.294 15.595 15.234 15.280 15.309 0.185 0.161 0.329 0.052 0.049 0.131 0.075 0.099 0.134 0.094 
1276 FU 0.444 13.952 14.158 14.310 14.362 14.535 14.234 14.318 14.123 14.204 14.261 0.116 0.078 0.167 0.042 0.038 0.062 0.065 0.061 0.064 0.060 
1283 FO 0.299 13.971 14.213 14.392 14.344 14.492 14.263 14.377 14.159 14.259 14.218 0.104 0.060 0.139 0.037 0.032 0.048 0.060 0.057 0.050 0.057 
1285 FU 0.603 13.530 13.840 14.068 13.999 14.163 13.901 13.975 13.737 13.879 13.866 0.107 0.055 0.111 0.054 0.048 0.038 0.078 0.048 0.040 0.049 
1287 FU 0.526 13.660 13.978 14.211 14.174 14.325 14.050 14.195 13.908 14.038 14.002 0.098 0.071 0.144 0.042 0.037 0.056 0.065 0.050 0.058 0.051 
1288 FU 0.715 13.338 13.537 13.684 13.782 13.989 13.627 13.830 13.566 13.618 13.634 0.089 0.058 0.119 0.041 0.036 0.045 0.064 0.045 0.047 0.047 
1289 FO 0.602 12.934 13.172 13.347 13.287 13.439 13.217 13.300 13.104 13.209 13.178 0.098 0.049 0.106 0.046 0.041 0.035 0.069 0.048 0.037 0.049 
1292 FU 0.465 13.921 14.216 14.433 14.503 14.648 14.318 14.558 14.215 14.309 14.291 0.118 0.073 0.152 0.052 0.047 0.056 0.075 0.057 0.058 0.057 
1294 FO 0.643 12.937 13.215 13.419 13.341 13.517 13.264 13.383 13.144 13.262 13.204 0.090 0.062 0.129 0.037 0.032 0.049 0.061 0.048 0.051 0.049 
1301 FU 0.691 13.075 13.368 13.583 13.580 13.732 13.445 13.660 13.346 13.448 13.386 0.099 0.051 0.111 0.045 0.040 0.037 0.068 0.049 0.039 0.050 
1302 FU 0.464 14.007 14.360 14.620 14.591 14.739 14.444 14.616 14.289 14.431 14.392 0.103 0.077 0.150 0.049 0.043 0.060 0.072 0.049 0.062 0.050 
1305 FO 0.546 13.171 13.402 13.573 13.612 13.759 13.479 13.638 13.388 13.468 13.465 0.060 0.038 0.081 0.029 0.023 0.030 0.053 0.036 0.032 0.040 
1306 FO 0.582 13.095 13.322 13.490 13.458 13.593 13.374 13.497 13.282 13.371 13.331 0.077 0.046 0.096 0.037 0.032 0.035 0.061 0.041 0.037 0.043 
1308 FU 0.712 13.180 13.471 13.685 13.640 13.827 13.535 13.699 13.421 13.535 13.478 0.083 0.048 0.104 0.037 0.031 0.037 0.060 0.044 0.039 0.046 
1310 FO 0.710 12.655 12.816 12.936 12.996 13.157 12.883 13.032 12.830 12.876 12.883 0.067 0.053 0.108 0.031 0.025 0.043 0.054 0.039 0.045 0.042 
1312 FO 0.354 14.058 14.241 14.376 14.349 14.506 14.284 14.406 14.220 14.288 14.244 0.134 0.077 0.154 0.064 0.058 0.056 0.089 0.059 0.058 0.059 
1313 FU 0.835 12.853 13.067 13.225 13.287 13.446 13.147 13.343 13.080 13.143 13.131 0.064 0.031 0.070 0.032 0.026 0.023 0.056 0.036 0.026 0.040 
1315 FO 0.649 12.964 13.174 13.328 13.313 13.475 13.227 13.355 13.146 13.225 13.194 0.086 0.051 0.107 0.040 0.035 0.039 0.063 0.044 0.041 0.046 
1317 FU 0.534 13.584 13.974 14.260 14.234 14.372 14.067 14.290 13.910 14.060 13.995 0.126 0.086 0.175 0.054 0.049 0.067 0.078 0.061 0.069 0.060 
1318 FU 0.584 13.364 13.819 14.153 14.072 14.225 13.911 14.122 13.715 13.903 13.817 0.273 0.139 0.335 0.085 0.082 0.107 0.113 0.139 0.110 0.130 
1320 FU 0.589 13.447 13.848 14.143 14.059 14.220 13.926 14.083 13.742 13.914 13.852 0.080 0.076 0.145 0.038 0.033 0.061 0.061 0.041 0.063 0.044 
1322 FU 0.407 13.980 14.324 14.578 14.569 14.722 14.413 14.590 14.262 14.398 14.371 0.171 0.082 0.200 0.059 0.055 0.062 0.083 0.087 0.064 0.083 
1324 FU 0.558 13.599 13.946 14.201 14.148 14.305 14.021 14.192 13.874 14.014 13.955 0.110 0.064 0.142 0.043 0.038 0.050 0.066 0.057 0.052 0.057 
1328 FO 0.386 13.701 13.862 13.980 14.075 14.195 13.938 14.124 13.897 13.934 13.937 0.100 0.070 0.139 0.046 0.041 0.054 0.069 0.049 0.056 0.050 
1329 FO 0.417 13.621 13.883 14.075 14.040 14.174 13.941 14.074 13.831 13.936 13.895 0.092 0.068 0.139 0.038 0.033 0.054 0.061 0.049 0.056 0.050 
1330 FU 0.527 13.739 13.954 14.112 14.188 14.348 14.039 14.229 13.966 14.029 14.033 0.110 0.061 0.136 0.045 0.040 0.047 0.068 0.056 0.049 0.056 
1332 FU 0.523 13.800 14.119 14.353 14.268 14.437 14.176 14.304 14.034 14.171 14.110 0.130 0.075 0.170 0.046 0.042 0.059 0.069 0.068 0.061 0.067 
1333 FO 0.295 13.987 14.267 14.473 14.411 14.548 14.321 14.438 14.196 14.315 14.267 0.102 0.086 0.172 0.040 0.035 0.069 0.063 0.054 0.071 0.054 
1334 FO 0.364 13.777 14.059 14.268 14.267 14.419 14.136 14.299 14.019 14.126 14.100 0.093 0.080 0.161 0.036 0.031 0.065 0.059 0.051 0.067 0.052 
1337 FO 0.304 13.851 14.125 14.326 14.274 14.404 14.180 14.267 14.044 14.165 14.145 0.111 0.065 0.141 0.046 0.041 0.050 0.069 0.056 0.052 0.056 
1338 FU 0.502 13.604 13.900 14.118 14.172 14.340 13.998 14.160 13.862 13.973 13.998 0.194 0.136 0.301 0.047 0.046 0.111 0.070 0.106 0.114 0.100 
1340 FO 0.391 13.495 13.830 14.076 14.028 14.144 13.902 14.053 13.753 13.892 13.842 0.108 0.062 0.129 0.050 0.044 0.046 0.073 0.052 0.048 0.053 
1341 FU 0.732 12.947 13.341 13.631 13.509 13.680 13.405 13.524 13.214 13.393 13.326 0.081 0.049 0.100 0.039 0.034 0.037 0.062 0.041 0.039 0.044 
1345 FO 0.361 13.759 14.222 14.561 14.300 14.444 14.255 14.326 14.022 14.252 14.115 0.073 0.067 0.134 0.031 0.025 0.055 0.054 0.042 0.057 0.045 
1346 FO 0.391 13.566 13.889 14.126 14.016 14.158 13.938 14.026 13.779 13.928 13.872 0.147 0.075 0.160 0.066 0.060 0.053 0.091 0.067 0.055 0.066 
1348 FO 0.515 13.021 13.415 13.704 13.763 13.877 13.537 13.826 13.393 13.526 13.483 0.108 0.055 0.124 0.046 0.041 0.041 0.069 0.054 0.043 0.054 
1351 FO 0.463 13.538 13.747 13.900 13.825 13.968 13.779 13.838 13.678 13.773 13.739 0.119 0.062 0.145 0.044 0.039 0.048 0.067 0.062 0.050 0.061 
1353 FU 0.897 12.513 12.763 12.947 12.997 13.177 12.849 13.047 12.761 12.842 12.829 0.071 0.038 0.075 0.039 0.033 0.027 0.062 0.035 0.029 0.039 
1354 FU 0.735 13.110 13.340 13.510 13.566 13.707 13.422 13.621 13.346 13.417 13.399 0.102 0.047 0.115 0.040 0.035 0.035 0.063 0.054 0.037 0.054 
1356 FU 0.503 13.748 14.102 14.363 14.289 14.451 14.172 14.327 14.016 14.165 14.102 0.122 0.073 0.146 0.059 0.053 0.054 0.083 0.055 0.056 0.055 
1357 FU 0.582 13.465 13.842 14.119 14.003 14.170 13.903 14.009 13.717 13.890 13.833 0.132 0.070 0.124 0.073 0.067 0.045 0.100 0.049 0.047 0.050 
1361 FU 0.537 13.591 14.042 14.372 14.176 14.317 14.093 14.193 13.870 14.085 13.978 0.115 0.060 0.139 0.043 0.038 0.046 0.066 0.060 0.048 0.060 
1364 FU 0.902 12.458 12.829 13.102 12.985 13.164 12.890 13.027 12.721 12.885 12.805 0.067 0.036 0.081 0.032 0.026 0.028 0.056 0.038 0.030 0.041 
1365 FU 0.593 13.618 13.872 14.060 14.055 14.211 13.940 14.086 13.835 13.932 13.908 0.113 0.042 0.111 0.047 0.042 0.028 0.070 0.057 0.030 0.057 
1371 FO 0.387 13.492 13.923 14.239 14.286 14.397 14.050 14.358 13.892 14.041 13.982 0.090 0.057 0.122 0.037 0.032 0.045 0.061 0.048 0.047 0.049 
1373 FU 0.665 13.028 13.475 13.802 13.550 13.747 13.509 13.486 13.241 13.482 13.422 0.095 0.073 0.150 0.037 0.032 0.059 0.061 0.051 0.061 0.052 
1374 FU 0.838 12.819 13.062 13.242 13.368 13.536 13.172 13.438 13.105 13.165 13.165 0.082 0.043 0.095 0.037 0.032 0.032 0.061 0.043 0.034 0.045 
1377 FU 0.647 13.088 13.638 14.040 13.846 13.992 13.715 13.873 13.451 13.703 13.582 0.081 0.049 0.100 0.039 0.034 0.037 0.062 0.041 0.039 0.044 
1387 FU 0.549 13.539 13.874 14.120 14.172 14.324 13.980 14.202 13.846 13.964 13.954 0.102 0.058 0.130 0.040 0.035 0.045 0.063 0.054 0.047 0.054 
1388 FU 0.475 13.786 14.109 14.346 14.218 14.343 14.151 14.177 13.967 14.129 14.100 0.132 0.067 0.158 0.048 0.044 0.051 0.071 0.068 0.053 0.067 
