id z_hel z_cmb dz m dm
19353 0.1541080028 0.1533004194 2.800000038e-05 19.99965 0.1096
19425 0.2113970071 0.2100500017 6.500000018e-05 20.90475 0.1584
19596 0.2919969857 0.2913500071 0.0 21.51945 0.1501
19632 0.3147439957 0.3137600124 7.200000255e-05 21.8225 0.14945
19775 0.1380899996 0.1368699968 0.0005000000237 19.7402 0.1138
19794 0.2972269952 0.2956700027 4.700000136e-05 21.7708 0.1925
19818 0.305023998 0.3039399981 1.999999949e-05 21.49625 0.135
19913 0.2070010006 0.2055699974 0.0005000000237 20.73155 0.1351
19953 0.1232262999 0.1218969598 2.300000051e-05 19.34125 0.09805
19969 0.1753139943 0.1742800027 7.000000096e-06 20.2369 0.11045
19990 0.2498749942 0.2488300055 7.300000289e-05 21.2028 0.13995
20039 0.2469989955 0.2455800027 2.099999983e-05 21.1159 0.14105
20084 0.1397105008 0.1383175254 9.999999747e-06 19.8495 0.1169
20088 0.244528994 0.2431499958 3.700000161e-05 21.02795 0.1175
20111 0.2441840023 0.2426699996 6.199999916e-05 21.18455 0.15195
20142 0.3159970045 0.3146800101 0.0 21.3618 0.137
20227 0.2772920132 0.2757300138 0.0 21.4485 0.153
20245 0.3019959927 0.3004100025 2.800000038e-05 21.4204 0.15885
20364 0.2184550017 0.2172800004 0.0008999999845 20.89395 0.15665
20581 0.2048009932 0.2033499926 2.099999983e-05 20.5734 0.12555
20687 0.1915320009 0.1902499944 2.599999971e-05 20.4061 0.1552
21006 0.2910000086 0.2902100086 0.0 21.3714 0.15315
21033 0.2289990038 0.2278600037 0.004999999888 20.83435 0.15045
21042 0.3120000064 0.310649991 0.0 21.45975 0.15795
21062 0.1386400014 0.1372900009 2.400000085e-05 20.12265 0.11415
21502 0.08916399628 0.0878399983 2.300000051e-05 18.6796 0.1066
722 0.08633899689 0.08504000306 2.099999983e-05 18.62285 0.1057
762 0.1913789958 0.1900900006 3.300000026e-05 20.6486 0.11825
774 0.09332899749 0.09227000177 1.999999949e-05 18.8576 0.109
1032 0.1297480017 0.1290300041 3.40000006e-05 19.58985 0.12795
1253 0.2630710006 0.2616600096 4.099999933e-05 21.1668 0.15835
2017 0.2630830109 0.2616199851 3.199999992e-05 21.4559 0.17885
2246 0.1949010044 0.1942200065 0.0005000000237 20.61715 0.12925
2308 0.1480010003 0.1470299959 4.400000034e-05 19.83975 0.1218
2330 0.2131980062 0.2117899954 3.700000161e-05 21.14485 0.1818
2372 0.1804559976 0.179580003 2.999999924e-05 20.30175 0.11325
2440 0.1911350042 0.190290004 7.000000096e-06 20.6928 0.11925
2533 0.339993 0.3388000131 0.0 21.7897 0.1618
2561 0.1181159019 0.1173963472 2.200000017e-05 19.41925 0.10595
2789 0.2904770076 0.2888999879 5.800000145e-05 21.5295 0.1639
2943 0.2653979957 0.2640500069 0.0 21.2679 0.15695
3199 0.2510949969 0.2496100068 2.400000085e-05 21.38165 0.1409
3452 0.2311380059 0.2296700031 3.099999958e-05 20.8794 0.1271
3592 0.08661621809 0.08547548205 5.500000043e-05 18.608 0.10035
4000 0.2777009904 0.2765600085 3.999999899e-05 21.62545 0.19055
4577 0.3629910052 0.3619300127 5.999999848e-05 22.1744 0.1645
5391 0.3008939922 0.3002099991 0.0 21.62535 0.16525
5395 0.1169990003 0.1163500026 0.0005000000237 19.38465 0.1036
5550 0.156270504 0.1549069732 2.099999983e-05 19.83105 0.1045
5717 0.2516970038 0.2503699958 0.0 21.2982 0.13225
5736 0.2529950142 0.2517400086 0.0 21.209 0.1266
5751 0.1306101978 0.1293408126 1.70000003e-05 19.5471 0.1075
5844 0.3107930124 0.3092899919 0.0 21.72385 0.1693
6137 0.3000999987 0.2988800108 0.0 21.66705 0.1633
6192 0.2724710107 0.2709099948 2.599999971e-05 21.3419 0.169
6249 0.2950559855 0.2935299873 1.70000003e-05 21.57975 0.1437
6304 0.190933004 0.1897899956 0.0005000000237 20.46505 0.1185
6406 0.1244883984 0.1237651929 1.299999985e-05 19.4023 0.1022
6649 0.3139919937 0.3128800094 0.0 21.63085 0.14295
6699 0.310597986 0.3091500103 0.0 21.83605 0.15525
6780 0.2040569931 0.202669993 2.999999924e-05 20.60265 0.13765
6933 0.2129949927 0.2116300017 0.004999999888 20.6247 0.1276
6936 0.1802099943 0.1789000034 2.999999924e-05 20.4025 0.1152
7143 0.3051350117 0.3035399914 3.40000006e-05 21.872 0.13765
7473 0.2159969956 0.2145700008 0.004999999888 20.8217 0.1308
7475 0.3219980001 0.3204500079 0.0 21.6956 0.1358
7512 0.2189999968 0.2183499932 0.004999999888 20.9318 0.14225
7876 0.0760314092 0.0750188455 9.999999747e-06 18.2988 0.10185
8046 0.2585670054 0.2576000094 3.300000026e-05 21.37115 0.15
8213 0.1861079931 0.1846799999 8.199999866e-05 20.3647 0.13065
8719 0.1175649986 0.1162799969 9.999999747e-06 19.29475 0.10185
10028 0.06539200246 0.06449899822 9.999999747e-06 17.87655 0.1109
10434 0.1041620001 0.1028800011 1.999999949e-05 19.16045 0.103
10805 0.04524699971 0.04419500008 1.400000019e-05 16.92415 0.11995
12843 0.1669515073 0.1656505913 2.800000038e-05 19.9345 0.12155
12853 0.1693969965 0.1681700051 0.0005000000237 20.0523 0.1219
12855 0.1719989926 0.1706299931 0.0005000000237 20.12375 0.14255
12860 0.1217202991 0.1204654127 1.999999949e-05 19.52005 0.11295
12928 0.1396979988 0.1386799961 0.0 19.76995 0.1308
12971 0.2352309972 0.233799994 3.799999831e-05 20.92065 0.1527
12977 0.2478049994 0.2464299947 1.70000003e-05 21.0223 0.14645
13025 0.2243500054 0.2228599936 2.499999937e-05 21.0804 0.1546
13045 0.1805949956 0.1791500002 4.099999933e-05 20.2809 0.1225
13070 0.1986230016 0.1971800029 9.999999747e-05 20.5818 0.1167
13072 0.2306279987 0.2291599959 1.200000042e-05 20.99445 0.14355
13099 0.2660219967 0.2645100057 1.800000064e-05 21.45355 0.1665
13135 0.1046708971 0.1033741385 0.0001510000002 19.10195 0.1007
13305 0.214805007 0.213379994 1.400000019e-05 20.73185 0.12325
13354 0.1576254964 0.1565369517 7.99999998e-06 19.944 0.1104
13506 0.2446089983 0.2433999926 0.0005000000237 21.24885 0.15475
13511 0.2374359965 0.2365200073 2.900000072e-05 21.2481 0.14335
13641 0.2099959999 0.2085199952 0.0005000000237 20.70195 0.1319
13655 0.2519989908 0.2510400116 0.0 21.4064 0.1659
13727 0.2266380042 0.2253399938 2.599999971e-05 20.861 0.12955
13757 0.2889919877 0.2874200046 0.0 21.45405 0.14295
13830 0.3314650059 0.3298400044 4.80000017e-05 21.65335 0.14295
13835 0.247480005 0.2460300028 1.999999949e-05 21.128 0.1225
13894 0.1209919974 0.1196599975 0.0005000000237 19.65185 0.142
13934 0.3309290111 0.3293099999 4.099999933e-05 22.21015 0.20955
14157 0.211492002 0.2108200043 0.0005000000237 20.57655 0.1203
14212 0.2044889927 0.2030799985 0.0005000000237 20.7349 0.1164
14261 0.2858420014 0.2843599916 3.300000026e-05 21.2982 0.13635
14284 0.1810670048 0.180370003 4.80000017e-05 20.13755 0.10565
14298 0.2619979978 0.2606999874 0.0 21.31275 0.1521
14437 0.1492834985 0.147934407 4.099999933e-05 19.8403 0.1023
14456 0.3295559883 0.3279300034 4.80000017e-05 21.80515 0.13855
14481 0.243532002 0.2420600057 2.300000051e-05 21.3452 0.1569
14846 0.2247509956 0.2233400047 3.899999865e-05 20.93075 0.1281
14984 0.1840000004 0.1827999949 0.0005000000237 20.58185 0.1376
15132 0.1543820053 0.1530400068 1.999999949e-05 20.0024 0.10245
15171 0.1391939968 0.1381800026 0.004999999888 19.70325 0.10245
15201 0.2088049948 0.2073500007 3.799999831e-05 21.03995 0.18575
15203 0.2044350058 0.2031300068 7.599999662e-05 20.64165 0.1209
15222 0.1994310021 0.1980099976 5.199999941e-05 20.49105 0.129
15229 0.2239969969 0.2225600034 0.0005000000237 20.9356 0.1392
15356 0.2749220133 0.2734000087 0.0001029999985 21.30625 0.14505
15365 0.1879580021 0.1865099967 0.0005000000237 20.52515 0.11385
15425 0.1598923057 0.1593502164 3.500000093e-05 19.83815 0.1054
15433 0.2206809968 0.2193499953 3.300000026e-05 20.8854 0.1261
15453 0.1749929935 0.1737300009 0.0005000000237 20.4812 0.1283
15466 0.2456759959 0.2443599999 0.0005000000237 20.96025 0.1449
15508 0.134604007 0.1335300058 0.0005000000237 19.59395 0.101
15584 0.2842119932 0.2833200097 3.099999958e-05 21.4441 0.13595
15648 0.175018996 0.1738300025 4.099999933e-05 20.3284 0.1373
15674 0.1979960054 0.1965399981 0.0005000000237 20.70795 0.1369
15704 0.3705489933 0.3695200086 4.300000001e-05 22.26255 0.14325
15872 0.2064519972 0.2054799944 4.099999933e-05 20.5658 0.12095
15897 0.1748829931 0.1735700071 7.699999696e-05 20.28215 0.12665
16069 0.1287652999 0.1273965091 7.99999998e-06 19.526 0.1097
16072 0.2858549953 0.2843399942 0.0 21.474 0.15145
16100 0.194995001 0.1939200014 0.004999999888 20.5958 0.1361
16185 0.1013899967 0.1002109945 5.900000178e-05 18.95705 0.11145
16232 0.3757149875 0.3742499948 6.199999916e-05 22.3047 0.0854
16259 0.1190776005 0.1177092344 2.300000051e-05 19.35185 0.11365
16276 0.1929920018 0.1917600036 0.004999999888 20.5315 0.1404
16350 0.2382179946 0.2368399948 3.899999865e-05 21.01435 0.146
17171 0.1603018045 0.1589839906 2.599999971e-05 19.99615 0.1245
17186 0.07890254259 0.0779344514 6.800000119e-05 18.7576 0.11205
17208 0.1399990022 0.1386400014 0.0 19.99935 0.13335
17223 0.2349939942 0.2338099927 0.0 20.88475 0.1537
17253 0.1582619995 0.1568900049 0.0 20.02475 0.15485
17258 0.08898132294 0.088083148 1.100000009e-05 18.4809 0.11615
17280 0.1309697926 0.1304474771 1.200000042e-05 19.79635 0.12165
17332 0.1828429997 0.1820300072 4.199999967e-05 20.3359 0.12625
17340 0.257171005 0.256249994 3.40000006e-05 21.13985 0.14805
17435 0.2179989964 0.2167399973 0.0005000000237 20.8123 0.13625
17605 0.1464298964 0.1453351229 1.599999996e-05 19.90865 0.1399
17629 0.1368153989 0.1357961446 1.400000019e-05 19.58645 0.1105
17801 0.2064010054 0.2051499933 0.0005000000237 20.934 0.1568
18091 0.3711290061 0.3697600067 2.700000005e-05 22.04745 0.1558
18415 0.1307857037 0.1294219792 2.099999983e-05 19.61205 0.10875
18463 0.2682209909 0.266869992 2.999999924e-05 21.33225 0.14765
18485 0.2790000141 0.2782199979 0.0 21.3866 0.13915
18604 0.1762599945 0.1748300046 0.0005000000237 20.5056 0.1317
18612 0.1149289981 0.1136841774 1.299999985e-05 19.1271 0.10675
18650 0.1137434021 0.1124584526 4.500000068e-05 19.38095 0.1026
18740 0.1544138938 0.1531742513 2.700000005e-05 19.8424 0.10465
18768 0.197991997 0.1967100054 0.004999999888 20.7379 0.13845
18787 0.1902229935 0.1891400069 0.0005000000237 20.88525 0.12885
18807 0.1770009995 0.1762499958 9.999999747e-05 20.47675 0.1273
19008 0.2190009952 0.2175700068 0.0005000000237 20.7809 0.13945
19101 0.1869949996 0.1856299937 0.004999999888 20.33785 0.1283
19174 0.1646910012 0.163560003 2.400000085e-05 20.0237 0.11915
19207 0.2586979866 0.2572099864 0.0 21.34695 0.16715
19543 0.1229939982 0.1216399968 0.004999999888 19.58065 0.13445
19616 0.1654829979 0.1645500064 9.000000318e-06 20.09405 0.10665
19658 0.1999910027 0.1986200064 0.0005000000237 20.6407 0.1317
19702 0.2689920068 0.2682099938 0.0 21.39935 0.16265
19757 0.4029999971 0.4012799859 0.0 22.165 0.1348
19940 0.1469929963 0.1458099931 0.0 19.6731 0.12755
19968 0.05596528947 0.0554882735 1.599999996e-05 17.56165 0.10915
19992 0.2259970009 0.2245199978 0.0005000000237 21.16495 0.15345
20040 0.2880420089 0.2865499854 0.0001059999995 21.42305 0.15585
20048 0.1853159964 0.1838800013 3.700000161e-05 20.55265 0.14145
20064 0.104836002 0.1035099998 1.899999916e-05 18.96075 0.10555
20106 0.3329919875 0.3313600123 0.0 22.03 0.19055
20144 0.2199990004 0.2186499983 0.0006929999799 20.76195 0.1415
20345 0.2649990022 0.2635700107 3.700000161e-05 21.035 0.1514
20430 0.1640010029 0.1628399938 0.0 20.2483 0.1303
20625 0.1081625 0.1068722382 2.599999971e-05 19.2184 0.10455
20764 0.165892005 0.1647700071 2.200000017e-05 20.0849 0.11585
21034 0.1085629016 0.1075232252 9.999999747e-06 19.24475 0.10865
22075 0.1300460994 0.1290152371 1.800000064e-05 19.5083 0.1143
2001ah 0.05776337907 0.05863666162 1.499999962e-05 17.71775 0.12625
2001az 0.04068800062 0.04052300006 0.0 17.0528 0.11665
2001da 0.01700000092 0.01555595454 0.0 14.85645 0.1832
2001en 0.01637499966 0.01471799985 0.0 14.59755 0.1613
2001fe 0.01350777037 0.01464612409 7.000000096e-06 14.6158 0.14905
2001gb 0.02543875948 0.02655697986 1.100000009e-05 15.97105 0.16165
2001G 0.01654311083 0.01716411114 3.40000006e-05 14.8718 0.1587
2001ic 0.04408667982 0.04468340799 9.000000318e-06 16.72085 0.19805
2001V 0.01519581024 0.01565900818 1.299999985e-05 14.4307 0.15405
2002bf 0.02437596023 0.02480003424 7.000000096e-06 15.6593 0.1718
2002bz 0.03712825105 0.03837650269 9.000000318e-06 16.7664 0.13185
2002ck 0.02974186093 0.03002621792 1.100000009e-05 16.2413 0.123
2002cr 0.00935100019 0.01045200042 0.0 13.90745 0.19825
2002de 0.02796366066 0.02566382475 7.000000096e-06 16.1648 0.1376
2002dp 0.01169824041 0.01006082911 7.000000096e-06 14.0496 0.2048
2002eu 0.03759000078 0.03737699986 0.0 16.5851 0.2001
2002G 0.03364998102 0.03500891104 9.999999747e-06 16.45115 0.16785
2002ha 0.01401055977 0.01333849784 7.000000096e-06 14.4486 0.171
2002he 0.02456399985 0.02494500019 0.0 15.82815 0.13295
2002kf 0.01930700056 0.0189410001 0.0 15.3534 0.14115
2003ae 0.03275001049 0.03463127837 7.99999998e-06 16.36835 0.1667
2003ch 0.02861299925 0.02963300049 0.0 16.3438 0.12735
2003cq 0.03317632899 0.03392568231 9.999999747e-06 16.57565 0.1563
2003fa 0.04038799927 0.04038900137 0.0 16.7928 0.1127
2003hu 0.07499500364 0.07467599958 0.0 17.8882 0.1248
2003ic 0.05535877123 0.05358654633 1.599999996e-05 17.23215 0.12285
2003it 0.02505844086 0.02443440631 9.000000318e-06 15.7896 0.1405
2003iv 0.03430899978 0.03447899967 0.0 16.6581 0.12485
2003U 0.02831565961 0.02822084352 1.400000019e-05 16.0051 0.13405
2004as 0.03139372915 0.03312740847 1.499999962e-05 16.64085 0.12525
2004L 0.03229309991 0.03401362523 9.999999747e-06 16.38795 0.1403
2005hc 0.04594239965 0.04565381631 1.100000009e-05 17.2822 0.1025
2005hf 0.04306399822 0.04273099825 0.0 16.93145 0.1209
2005hj 0.0569389984 0.05659899861 0.0 17.73355 0.1203
2005ki 0.01945785061 0.02042859606 7.99999998e-06 15.2868 0.12735
2005lu 0.0322329998 0.03163599968 0.0 16.59205 0.12775
2005lz 0.03997199982 0.04088699818 0.0 16.9967 0.1259
2005mc 0.02514860034 0.02624496445 6.000000212e-06 15.93305 0.1399
2005ms 0.02518299967 0.02652600035 0.0 16.06745 0.1248
2005na 0.02631900087 0.02680999972 0.0 15.87545 0.126
2006ac 0.02309429087 0.02390113473 9.000000318e-06 15.6236 0.1338
2006ah 0.04999800026 0.05105800182 0.0 17.57225 0.158
2006ak 0.03789237887 0.04080901295 9.999999747e-06 16.7302 0.1297
2006al 0.06780233234 0.06891587377 1.999999949e-05 18.16815 0.11055
2006ax 0.01649899967 0.01799800061 0.0 14.9841 0.1341
2006bb 0.02471413091 0.02562261373 7.99999998e-06 15.8607 0.1496
2006bq 0.02190900035 0.02161199972 0.0 15.53085 0.1381
2006bw 0.02996207029 0.03184277937 1.599999996e-05 16.1279 0.14115
2006cj 0.06770805269 0.06865894049 4.999999874e-06 18.31035 0.1248
2006cp 0.02230280079 0.02293113247 1.200000042e-05 15.56975 0.1391
2006cq 0.04847564921 0.04954799265 1.200000042e-05 17.32405 0.12545
2006en 0.03198128939 0.03109024651 9.000000318e-06 16.3736 0.12625
2006gr 0.03467008099 0.03400602192 9.000000318e-06 16.61295 0.1249
2006gt 0.04479847848 0.04435832426 1.800000064e-05 17.2055 0.14795
2006hb 0.01495600026 0.01532599982 0.0 14.74935 0.1526
2006is 0.03144200146 0.03044199944 0.0 16.25295 0.1342
2006je 0.03799400106 0.03781399876 0.0 16.9021 0.16555
2006mo 0.03696599975 0.03621400148 0.0 16.77055 0.12655
2006mp 0.02290900052 0.02174500003 0.0 15.7795 0.13695
2006N 0.01408800017 0.01376099978 0.0 14.64805 0.16195
2006oa 0.06258984655 0.06134417653 1.400000019e-05 17.792 0.11395
2006ob 0.05916367099 0.05860575661 1.299999985e-05 17.7707 0.10045
2006on 0.07190591842 0.07058333606 1.599999996e-05 18.1778 0.15105
2006or 0.02098017931 0.02114543878 7.000000096e-06 15.7067 0.156
2006qo 0.02851999924 0.02874499932 0.0 16.02685 0.1316
2006sr 0.02424998023 0.02350013517 7.99999998e-06 15.7013 0.1335
2006td 0.0158699993 0.01399799995 0.0 14.89705 0.16765
2006te 0.03154785186 0.03274957091 7.99999998e-06 16.452 0.1185
2007ae 0.06429699808 0.06412199885 0.0 17.78945 0.1136
2007ap 0.0163410008 0.01674599946 9.999999747e-06 15.01385 0.15025
2007ar 0.05279162899 0.05320997536 1.299999985e-05 17.4687 0.1439
2007bd 0.03090799972 0.0317780003 0.0 16.21965 0.11945
2007co 0.0269600004 0.02732199989 0.0 15.9978 0.1291
2007cq 0.02629899979 0.02511800081 0.0 15.5514 0.1259
2007F 0.02361869067 0.02384446375 1.200000042e-05 15.78645 0.12635
2007O 0.0361866802 0.03695546836 9.000000318e-06 16.56045 0.1177
2008af 0.03342311829 0.03415994719 7.99999998e-06 16.39975 0.12455
2008bf 0.02345900051 0.02499799989 0.0 15.6001 0.1278
2008L 0.01784200035 0.0163759999 0.0 14.91335 0.1531
2007A 0.01711999997 0.01570300013 0.0 15.17685 0.15115
2007aj 0.0310219992 0.0320179984 0.0 16.34225 0.12125
2007cb 0.03662699834 0.03747199848 0.0 16.74885 0.12725
2007cc 0.0291450005 0.02972199954 0.0 15.8648 0.1457
2007fb 0.01802399941 0.01685900055 0.0 15.26595 0.1485
2007hu 0.03539700061 0.03575199842 0.0 16.59205 0.1761
2007is 0.02967599966 0.02877499908 0.0 16.04785 0.1364
2007kh 0.04997000098 0.04986400157 0.0 17.2903 0.16335
2007kk 0.04164800048 0.0420299992 0.0 16.93325 0.117
2007ob 0.03388800099 0.03176699951 0.0 16.23615 0.1431
2007su 0.02781900018 0.02713399939 0.0 16.0669 0.14255
2007ux 0.02932699956 0.03071900085 0.0 16.28725 0.1419
2008C 0.01662299968 0.01722100005 0.0 14.9294 0.1556
2008Y 0.06969899684 0.07040400058 0.0 18.05925 0.1229
2008ac 0.05282099918 0.05332300067 0.0 17.62205 0.1398
2008ar 0.02627200074 0.02916299924 0.0 16.10835 0.12155
2008at 0.0348890014 0.03500699997 0.0 16.42245 0.15235
2008bw 0.03312399983 0.0331370011 0.0 16.4802 0.15235
2008by 0.04503599927 0.04638800025 0.0 17.18185 0.11625
2008bz 0.06033900008 0.06138600037 0.0 17.9246 0.11905
2008cf 0.0460710004 0.04758499935 0.0 17.16275 0.12315
2008ds 0.02100699954 0.02075500041 0.0 15.4466 0.1437
2008fr 0.04065800086 0.03974299878 0.0 16.8206 0.11335
2008gb 0.03697400168 0.03812199831 0.0 16.86145 0.1275
2008gl 0.03401799873 0.03276500106 0.0 16.39225 0.12215
2009D 0.02499599941 0.02417800017 0.0 15.68035 0.1291
2009ad 0.02840300091 0.0282099992 0.0 16.1044 0.12155
2009an 0.008968999609 0.01012500003 0.0 13.9248 0.20035
2009ds 0.01927999966 0.02081199922 0.0 15.42955 0.14185
2008050 0.04604599997 0.04735599831 0.0 16.9842 0.14465
2008051 0.03851800039 0.04013000056 0.0 16.7074 0.1146
2009kk 0.01285200007 0.01192400046 0.0 14.4566 0.1737
2009kq 0.01169800013 0.01250899956 0.0 14.2811 0.1749
2009le 0.01777699962 0.0175030008 0.0 14.9354 0.1562
2009na 0.02109500021 0.02209099941 0.0 15.502 0.13615
2009nq 0.01647000015 0.0152449999 0.0 14.86115 0.1939
2010A 0.02063900046 0.01939300075 0.0 15.27645 0.15785
2010H 0.01536600012 0.01690199971 0.0 14.92685 0.15925
2010Y 0.01086500008 0.01198299974 0.0 14.4674 0.17765
2010dt 0.05289199948 0.05309399962 0.0 17.57915 0.12805
PTF10bjs 0.02999700047 0.03060800023 0.0 15.88935 0.45085
2004ef 0.03098000027 0.02969603986 1.999999949e-05 16.1733 0.12025
2004eo 0.01569999941 0.01502337959 1.999999949e-05 14.6193 0.15445
2004ey 0.01579000056 0.01511192974 1.999999949e-05 14.6705 0.1456
2004gu 0.04585999995 0.04727895185 0.0001900000061 17.1679 0.1151
2005be 0.03356 0.03639687 1e-05 16.515 0.1148
2005bo 0.01389999967 0.01487411 2.999999924e-05 14.53545 0.1635
2005el 0.01491000038 0.01483356021 1.999999949e-05 14.69915 0.1491
2005eq 0.02897999994 0.0278828498 7.000000187e-05 16.23455 0.1179
2005iq 0.03404000029 0.03341209888 0.000119999997 16.59355 0.1061
2005kc 0.01511999965 0.01415915973 1.999999949e-05 14.6408 0.16555
2005M 0.02463999949 0.02558544092 9.000000136e-05 15.86575 0.1242
2006bh 0.0108500002 0.01096701995 9.999999747e-06 14.0086 0.18445
2006ef 0.0178999994 0.01726601087 5.999999848e-05 15.1 0.1498
2006ej 0.02044999972 0.01996280067 9.999999747e-05 15.30565 0.1353
2006eq 0.04950999841 0.04793030024 1.499999962e-05 17.4344 0.12175
2006et 0.02263999917 0.02217067033 0.0001500000071 15.3918 0.13205
2006ev 0.02872999944 0.02764270082 1.999999949e-05 16.3465 0.12485
2006lu 0.05445799977 0.05478899926 0.0 17.4521 0.1018
2006py 0.05790000036 0.05613588169 0.0001800000027 17.60445 0.1094
2007bc 0.02077000029 0.02158327959 0.0001100000009 15.36595 0.1368
2007ca 0.01413000003 0.01500941999 0.0001500000071 14.99535 0.1656
2007nq 0.04503000155 0.04474041983 4.999999874e-05 16.97675 0.10685
2008bq 0.03401000053 0.03384149075 0.0001400000037 16.3843 0.1205
2008gp 0.03341000155 0.03379952908 0.000119999997 16.35135 0.11105
2008hv 0.0125500001 0.01399238966 7.000000187e-05 14.47835 0.15385
1993ac 0.05026200041 0.05046699941 0.0 17.42035 0.1224
1993ae 0.01793700084 0.01668200083 0.0 15.0558 0.1465
1994M 0.0231560003 0.02520699985 0.0 15.64995 0.13485
1994Q 0.02956699952 0.02864300087 0.0 16.09165 0.13605
1994S 0.01524 0.01551848 1e-05 14.7589 0.1525
1995ak 0.02266900055 0.02148899995 0.0 15.36745 0.1436
1996bl 0.03596299887 0.03393400088 0.0 16.4701 0.12025
1996bv 0.01667200029 0.01664800011 0.0 14.6697 0.1558
1996C 0.02701899968 0.02747000009 0.0 16.23595 0.1341
1997dg 0.03395999968 0.03384400159 4.666666667e-05 16.6071 0.12105
1997E 0.01314199995 0.01291699987 0.0 14.55605 0.17285
1997Y 0.01625199988 0.01707899943 0.0 14.9156 0.1511
1998dk 0.01320100017 0.01182499994 0.0 13.9791 0.1914
1998dx 0.05420700088 0.05386999995 0.0001066666667 17.3218 0.11385
1998ec 0.01987900026 0.01975899935 0.0 15.45455 0.1578
1998ef 0.0170189999 0.01573199965 0.0 14.6312 0.14705
1998eg 0.02484500036 0.02352800034 0.0 15.8239 0.13525
1999cc 0.03133000061 0.03141599894 0.0 16.31895 0.12075
1999dq 0.01412400045 0.01242200006 0.0 14.1903 0.1716
1999ef 0.03909400105 0.03749199957 0.0 16.99715 0.1201
1999ej 0.0163850002 0.01471100003 0.0 14.9486 0.16405
1999X 0.02504500002 0.02639799938 0.0 15.91835 0.1425
2000B 0.02019499987 0.02029000036 0.0 15.02285 0.15165
2000cf 0.03642800078 0.03692600131 6.666666667e-05 16.8196 0.11505
2000cn 0.02349499986 0.02336500026 0.0 15.66265 0.13895
2000dk 0.01700899936 0.01573299989 0.0 14.8831 0.1518
2000fa 0.02128200047 0.02247400023 0.0 15.5348 0.13625
000006 0.2308789939 0.2304150015 0.01 21.0138 0.14645
000011 0.3800390065 0.381637007 0.001 22.52675 0.14085
000034 0.2542110085 0.2531979978 0.01 21.09145 0.11245
000091 0.1520189941 0.1526879966 0.01 19.93715 0.11585
000142 0.4359889925 0.4367220104 0.01 22.84545 0.14185
000190 0.1011459976 0.102403 0.001 19.15365 0.1077
000199 0.3700320125 0.3716289997 0.01 22.12745 0.10645
000215 0.4649370015 0.4666379988 0.01 22.7822 0.11645
000236 0.195295006 0.1960179955 0.001 20.50135 0.109
000420 0.3100380003 0.3115569949 0.001 21.7417 0.10825
010026 0.03109800071 0.03195000067 0.001 16.472 0.1289
020027 0.1090980023 0.1098740026 0.001 19.29245 0.12085
020096 0.2249850035 0.2256149948 0.001 20.723 0.12425
020176 0.2599920034 0.2605049908 0.01 21.22765 0.12265
030066 0.2241420001 0.2255569994 0.001 20.8629 0.1228
040137 0.4470080137 0.4475730062 0.01 22.59905 0.1524
040166 0.4395219982 0.4400649965 0.01 22.85455 0.16925
040782 0.3373290002 0.3374229968 0.001 21.74045 0.14605
050005 0.5279009938 0.5285099745 0.001 22.8422 0.14315
050203 0.5760390162 0.5761349797 0.01 23.2359 0.14515
050251 0.3872230053 0.387744993 0.001 22.3891 0.15885
050293 0.3599599898 0.3600139916 0.01 21.92755 0.1335
050301 0.3469659984 0.3470120132 0.01 21.7912 0.14045
050607 0.4387069941 0.439271003 0.001 22.56615 0.132
070955 0.3491240144 0.3492259979 0.001 21.8575 0.11575
080723 0.4313260019 0.4301500022 0.01 22.5444 0.12545
090201 0.5100200176 0.5081840158 0.01 22.7793 0.14135
091869 0.290019989 0.2884519994 0.001 21.4826 0.1256
100090 0.1720830053 0.1728049964 0.001 20.49025 0.1308
100163 0.3188140094 0.3177450001 0.001 21.8387 0.1521
100213 0.2755919993 0.275094986 0.001 21.50715 0.1382
100405 0.1033810005 0.1029620022 0.001 18.90405 0.12325
110033 0.2057289928 0.204734996 0.001 20.5539 0.15765
110478 0.2650809884 0.2646020055 0.001 21.2449 0.1389
110536 0.2351720035 0.2347149998 0.001 20.8644 0.19515
110567 0.214902997 0.2144159973 0.001 20.73405 0.17345
110719 0.4270089865 0.4278520048 0.001 23.03515 0.17065
110734 0.4013170004 0.402132988 0.001 22.2536 0.149
120085 0.3206349909 0.3221699893 0.001 21.54775 0.14025
120094 0.4500350058 0.4517210126 0.01 22.72345 0.12465
120336 0.1600420028 0.1613820046 0.001 20.07365 0.12015
120400 0.3500429988 0.3516010046 0.01 22.05965 0.1158
120585 0.2500149906 0.2490019947 0.01 21.02715 0.11585
130308 0.08179599792 0.08223199844 0.001 18.52945 0.1223
130514 0.1050169989 0.1056609973 0.01 19.1167 0.10015
130862 0.3320200145 0.3329229951 0.01 22.0508 0.14375
140181 0.1015010029 0.1022690013 0.001 19.0531 0.1106
150509 0.2927190065 0.2928229868 0.001 21.4896 0.1351
151034 0.131904006 0.1326899976 0.001 19.53775 0.0994
160039 0.2700279951 0.2708790004 0.01 21.22425 0.12
160099 0.1000289991 0.100436002 0.01 19.0807 0.10935
160197 0.3535169959 0.353628993 0.001 22.1458 0.14555
160200 0.4234310091 0.4235289991 0.001 22.599 0.2655
170428 0.3000420034 0.300116986 0.01 21.71085 0.11935
180166 0.1475390047 0.1476079971 0.001 19.88745 0.11365
